local-authority-code_A,local-authority-code_B,distance
BPL,BGE,2.977898148188752
BPL,BOS,3.0076117108060956
BPL,COP,3.0929802833359297
BPL,TFW,2.9914532372681175
BPL,CHS,2.8433936926267935
BPL,NTCA,3.08647240510826
BPL,CMN,3.1069538149012548
BPL,DUD,2.764846407424587
BPL,GRE,2.901115074525469
BPL,MDW,2.9740939152724755
BPL,LAC,3.1723503627568084
BPL,BUR,2.9181521784467868
BPL,SHE,3.1637483107243147
BPL,ROS,3.131800739836357
BPL,KIN,3.2185593830646346
BPL,CLK,3.193606748652368
BPL,NUN,2.999728803751007
BPL,WRX,3.2368143750608653
BPL,PEM,3.274864995328519
BPL,BAI,3.02390999253438
BPL,IOW,3.2298100384492896
BPL,TOR,3.2998195414504052
BPL,CON,3.302017403256407
BPL,BOT,3.3013765351844895
BPL,SLG,2.952544512862992
BPL,ALL,3.3436262752155783
BPL,WYE,3.270802617650911
BPL,BAE,3.3309165958736577
BPL,EAL,3.085167724430182
BPL,CRY,2.985553247778421
BPL,SOS,2.9851310646542366
BPL,RED,3.143038963845953
BPL,DOV,3.341133683694289
BPL,NLN,3.381142020101529
BPL,HMF,4.283541040458821
BPL,CWY,3.40077707300832
BPL,AGY,3.413032081515901
BPL,NTY,3.0949911533773395
BPL,EAS,3.1142526042917744
BPL,RFW,3.3259496298483975
BPL,NBL,3.438958454748396
BPL,LAN,3.3862549690385215
BPL,GLO,3.0897843020696665
BPL,GLA,3.1678137878664976
BPL,CAR,3.4549081866859583
BPL,HAA,3.1655238452957017
BPL,GRA,3.3058621724959547
BPL,HNS,3.1433374406362162
BPL,SEG,3.4864948566757907
BPL,HAR,3.185747728148607
BPL,KEC,4.853066709884572
BPL,CMA,3.5421284330244918
BPL,THR,3.3847557149880756
BPL,SKP,3.249847770252999
BPL,NFK,3.5352900329631742
BPL,TAW,3.2495297262026814
BPL,NNO,3.555687724033367
BPL,SLK,3.5443236921237014
BPL,CGN,3.5711498244717235
BPL,BNH,3.214836147821706
BPL,WYR,3.529992490845244
BPL,GOS,3.2452935536351992
BPL,SAY,3.6011992059532183
BPL,GWN,3.6102407142657036
BPL,WOC,3.2742722956688683
BPL,WLI,3.6143405333997753
BPL,CAN,3.4390361268599943
BPL,NDE,3.6255085757952363
BPL,CMD,4.848181511641609
BPL,WSM,4.894028517099162
BPL,STV,3.352448044159184
BPL,BRE,3.690002719633694
BPL,ROH,3.679477546322665
BPL,ESX,3.6585826136033335
BPL,FIF,3.6661766083786174
BPL,RDG,3.359587674656949
BPL,ESK,3.696131057666321
BPL,NNT,3.6746158360331163
BPL,POW,3.7303711257605667
BPL,FAL,3.659430867366293
BPL,NTT,3.683820766471786
BPL,DAR,3.5299995968241857
BPL,LIN,3.7328105647278753
BPL,WLN,3.6866244045469614
BPL,LEC,3.7009900741696318
BPL,FLN,3.7160997718787923
BPL,NEA,3.743334833445204
BPL,SWT,3.7670473630344694
BPL,NEC,3.6950589164726497
BPL,EST,3.741884195464721
BPL,WRT,3.623373381590352
BPL,DGY,3.8062620569792314
BPL,CRW,3.5102394758094704
BPL,ERE,3.659932301019866
BPL,HEF,3.801895953490748
BPL,MLN,3.7788736999605876
BPL,BDF,3.7642980133243005
BPL,VGL,3.779417506382349
BPL,ASF,3.808728867016376
BPL,ARU,3.7342260390920874
BPL,WLA,3.795525486878052
BPL,SWD,3.708067851623113
BPL,HIL,3.5731805850005065
BPL,SOM,3.855983912933367
BPL,BPC,3.606386930460374
BPL,WDE,3.8919667057429717
BPL,SFK,3.870679076726643
BPL,DEV,3.883058619192022
BPL,BRX,3.657236539309434
BPL,CHW,3.852935989881683
BPL,FOE,3.887899394600351
BPL,NWA,3.8782886218650603
BPL,WOR,3.8644461200120994
BPL,AMB,3.851715287630859
BPL,MIK,3.800231200065387
BPL,HLD,3.941196619706183
BPL,SHO,3.9276863077096356
BPL,ADU,3.7630046710723857
BPL,NED,3.913472103235245
BPL,WNT,3.9269245104480914
BPL,SOL,3.819909489912737
BPL,SSO,3.9733658705524286
BPL,AGB,4.001292796159387
BPL,RDB,3.724540813276823
BPL,WOT,3.684880059030086
BPL,ESS,3.941930012270942
BPL,ELS,4.007950906857631
BPL,MON,3.996231999267993
BPL,SHR,4.016608217101647
BPL,HAV,3.766890508714234
BPL,CHO,3.957178214703041
BPL,MDE,4.044538074817219
BPL,CAT,3.984341132893003
BPL,CAS,3.822032601297402
BPL,MAI,4.015939141011038
BPL,COL,3.994436867830187
BPL,WND,4.421169357267753
BPL,MEN,4.071810402573299
BPL,ANS,4.097529421726902
BPL,BEX,3.788589248644554
BPL,OXO,3.8004904932119006
BPL,STS,4.064224966049139
BPL,DBY,4.0717355403595406
BPL,EDN,4.1329437559606506
BPL,EXE,3.844207169263535
BPL,WSK,4.113540599847977
BPL,BNE,3.830161470504231
BPL,TRF,3.8911365417144173
BPL,NSM,4.071701899640184
BPL,SCB,4.161539824018615
BPL,RUH,3.897319844513735
BPL,GLS,4.129829911379726
BPL,TEI,4.13746492476896
BPL,MAV,4.148407163432975
BPL,ELN,4.157149336505137
BPL,FYL,4.1114486890423585
BPL,WYC,4.15430742819858
BPL,DST,4.1691224330349534
BPL,LEE,4.141249281458293
BPL,RYE,4.192216938579049
BPL,STG,4.197163394466974
BPL,HIG,4.185321732129895
BPL,ERY,4.196847983099555
BPL,WAT,3.923179392964004
BPL,SRI,4.107208276720824
BPL,LND,3.937629240194641
BPL,ABE,4.109996816129864
BPL,HRW,3.9869399437562887
BPL,EPP,4.21564744317626
BPL,STF,4.254710600038995
BPL,SPE,4.0401608266180675
BPL,GED,4.165003219032875
BPL,EDH,4.088551614904477
BPL,BRA,4.282977143713272
BPL,CAB,4.035150633841626
BPL,CHE,4.292921128080643
BPL,MRT,4.0822314301062255
BPL,NWL,4.298139149717377
BPL,KEN,4.2930242569731
BPL,MRY,4.3538237881553545
BPL,CHR,4.326991028659166
BPL,WEW,4.244330620895427
BPL,BRT,4.195156464304616
BPL,MAL,4.347850972284825
BPL,BRY,4.134758430816777
BPL,BAB,4.354804973470711
BPL,CHT,4.122454138300936
BPL,SDE,4.3338882156072875
BPL,WSX,4.323993257786306
BPL,RUG,4.347626500274036
BPL,PKN,4.391100858156487
BPL,ORK,4.394072563644366
BPL,STN,4.110294668743908
BPL,CHI,4.379285816168593
BPL,HER,4.2773226953022725
BPL,ZET,4.41858845888474
BPL,CAM,4.391814920799534
BPL,SHA,4.419744242818675
BPL,STA,4.405087253439523
BPL,TON,4.389692442887259
BPL,WIL,4.455578186035256
BPL,HIN,4.426454129975244
BPL,SKE,4.459980590220641
BPL,SST,4.448216893416149
BPL,CHA,4.407315130954809
BPL,OAD,4.2585860879845665
BPL,MSU,4.488212426885368
BPL,OXF,4.4731895041077925
BPL,SNO,4.490844845556569
BPL,DAC,4.42409262249631
BPL,NEW,4.493365844753012
BPL,BAN,4.506417915990155
BPL,WAR,4.506272493759571
BPL,EDE,4.5221799106755824
BPL,HRT,4.453103665282569
BPL,SEL,4.530115259587631
BPL,HAM,4.508514478038333
BPL,CRA,4.553435999291195
BPL,LIF,4.532758043960743
BPL,HUN,4.55436976557729
BPL,MEL,4.572760928991592
BPL,SLA,4.582409920049303
BPL,SEV,4.558741576812025
BPL,WEA,4.580897470193665
BPL,CHL,4.538837396765381
BPL,NYK,4.606126822500083
BPL,CBF,4.568655728873194
BPL,TES,4.597944357589195
BPL,TEW,4.59749927803902
BPL,RIH,4.633063886118367
BPL,ABD,4.6413702991354855
BPL,IOS,4.632453542231503
BPL,HAE,4.642662561889881
BPL,WAW,4.586493244073224
BPL,RUN,4.519338421974322
BPL,TAN,4.613716172827665
BPL,DEB,4.649496456728922
BPL,YOR,4.577905664436774
BPL,BRO,4.647879279253008
BPL,BAS,4.6111811976935755
BPL,STR,4.667277715724342
BPL,BRM,4.630687079901598
BPL,SGC,4.617776598673587
BPL,NHE,4.652138529418807
BPL,ECA,4.687708828746141
BPL,NKE,4.690030222054844
BPL,EDU,4.629543656115832
BPL,KTT,4.452568091832743
BPL,TUN,4.688602471740626
BPL,REI,4.607321368738193
BPL,COT,4.7676751496144245
BPL,HAG,4.775599092255788
BPL,WOI,4.621330599371621
BPL,STO,4.760789361520036
BPL,RIB,4.810259728393647
BPL,BLA,4.73159413697686
BPL,ROC,4.771810876053014
BPL,SRY,4.767998533606232
BPL,BRC,4.726358071984031
BPL,EHA,4.832683756893674
BPL,EAT,4.692816805014468
BPL,BUC,4.831811998802095
BPL,ERW,4.816593332765435
BPL,BRW,4.828802327773683
BPL,WBK,4.866464728534387
BPL,HOR,4.870566513128634
BPL,THE,4.785467462135425
BPL,WIN,4.916338824218178
BPL,MOL,4.915378478006798
BPL,GRT,4.898956810902849
BPL,RIC,4.710449539910941
BPL,UTT,4.976446400492622
BPL,FAR,4.852202365734254
BPL,EPS,4.813187184959906
BPL,RUT,5.026339306357384
BPL,WOX,5.034660448384363
BPL,SCA,5.062046160813911
BPL,SOX,5.063138651112489
BPL,WNM,5.004605657243392
BPL,VAL,5.070959484165259
BPL,SAL,4.999852948986719
BPL,EHE,5.081772994341193
BPL,SUR,5.0215540152735185
BPL,HAO,5.108668883405804
BPL,ELM,5.005207860149053
BPL,MSS,5.12465772016342
BPL,WAE,5.162843284214252
BPL,RUS,5.209198758089334
BPL,WOK,5.312726123945829
BPL,HAT,5.391029835366397
KWL,BPL,0.9383638781079309
KWL,LIV,1.0988541397358733
KWL,KHL,0.8151026431338141
KWL,MDB,0.5035427589089375
KWL,MAN,1.3012186271617847
KWL,BUN,0.7128778252890994
KWL,BIR,1.2064422809192148
KWL,BBD,0.9475145025357171
KWL,BGW,1.073546005430911
KWL,LCR,1.0574706692380986
KWL,SAW,1.3444061840559942
KWL,HPL,1.113094093731303
KWL,BRD,1.0863431231800817
KWL,NGM,1.5489248973417624
KWL,STE,1.1586988476592843
KWL,RCH,1.1056996031680784
KWL,HYN,1.1368168167547623
KWL,HAS,1.2436874122854322
KWL,SLF,1.215422386619499
KWL,OLD,1.2176664887148778
KWL,MTY,1.3738656770484663
KWL,GRY,1.373874059294381
KWL,BDG,2.1729084482023038
KWL,HCK,5.4373385271944175
KWL,WLV,1.6212872684085948
KWL,HAL,1.4138594275022671
KWL,WLL,1.4902793240387695
KWL,SHN,1.49438446557373
KWL,STY,1.5142338340747217
KWL,TAM,1.5119495506203857
KWL,GLG,1.6835069747135067
KWL,THA,1.5379285839660466
KWL,NTL,1.6410980750694308
KWL,NEL,1.5875350249680138
KWL,PEN,1.6388104897972324
KWL,BOL,1.5754636171932994
KWL,BAR,1.6241040222158898
KWL,TVCA,1.6390737801011992
KWL,LCE,2.0357155810323913
KWL,SND,1.6316848383424298
KWL,RCT,1.7175840188197282
KWL,DNC,1.7227403206952374
KWL,TEN,1.7362105971234636
KWL,GMCA,1.6907953084523175
KWL,NWP,1.7222740231511737
KWL,BNS,1.7641293437966117
KWL,NET,1.7679371628506542
KWL,ELI,1.8646185247740323
KWL,WRL,1.7482706826179413
KWL,RCC,1.8103020378030232
KWL,ROT,1.7834829745762872
KWL,PRE,1.7932020654146281
KWL,IVC,1.844563722391399
KWL,NWM,3.73439418569122
KWL,SCR,1.8873499843001575
KWL,WDU,1.9259496955615385
KWL,WYCA,1.8956811693005322
KWL,NECA,1.981075184475173
KWL,MAS,1.917361739128185
KWL,CAY,1.9633866601073364
KWL,GAT,1.9392431992339445
KWL,TOB,1.9578257733575348
KWL,HRY,3.480609816315377
KWL,PTE,2.048952059709822
KWL,DND,2.038106941795687
KWL,LDS,2.023959133482334
KWL,SWL,2.102890455465026
KWL,NOW,2.1741779878966887
KWL,TWH,6.327690603456056
KWL,ISL,6.3088461891982766
KWL,TOF,2.0906398126572503
KWL,WKF,2.0814741881629106
KWL,SHF,2.0723295682255523
KWL,POR,2.535236854942145
KWL,SFT,2.0759769697844774
KWL,NAY,2.2177696694990368
KWL,STH,2.5085995449641203
KWL,DER,2.226250138046322
KWL,LIC,2.177866109042223
KWL,PLY,2.229820296249112
KWL,LEW,3.535700533303614
KWL,DEN,2.2536376853834184
KWL,DUR,2.252154600274046
KWL,CLD,2.226568064078348
KWL,CRF,2.2076301448658966
KWL,ASH,2.2001124417466404
KWL,BST,2.4081164209115316
KWL,SCE,2.2882213240382074
KWL,NLK,2.2428033727019763
KWL,LUT,2.5777528158095055
KWL,IPS,2.3275723238286963
KWL,COV,2.3880761587883064
KWL,WGN,2.250180165256869
KWL,ENF,2.452678781210269
KWL,STT,2.283729693045416
KWL,SWK,4.3815698027730505
KWL,DAL,2.328601477428702
KWL,SWA,2.3220718177304662
KWL,BEN,3.291249783644877
KWL,FEN,2.375347091675817
KWL,EAY,2.4041054639065234
KWL,LBH,4.712390540989256
KWL,KIR,2.3396262353521564
KWL,WFT,3.1833905763966395
KWL,BGE,2.3938654035121836
KWL,BOS,2.4168499399739867
KWL,COP,2.4619842496470885
KWL,TFW,2.4133968206715597
KWL,CHS,2.376640181118357
KWL,NTCA,2.4626933988182693
KWL,CMN,2.4760615029086996
KWL,DUD,2.5261559896837102
KWL,GRE,3.03259547800604
KWL,MDW,2.4959353358184426
KWL,LAC,2.569294557561409
KWL,BUR,2.499209566432178
KWL,SHE,2.566258330605854
KWL,ROS,2.5543780364843727
KWL,KIN,2.6025934033950375
KWL,CLK,2.5996445889961968
KWL,NUN,2.5495313070054673
KWL,WRX,2.6411098751541098
KWL,PEM,2.6617029632415443
KWL,BAI,2.581734366328245
KWL,IOW,2.645152769129787
KWL,TOR,2.6882279403284173
KWL,CON,2.7006450399159383
KWL,BOT,2.703530122798807
KWL,SLG,2.868701847010364
KWL,ALL,2.7372866227166184
KWL,WYE,2.705919602871705
KWL,BAE,2.734852207968131
KWL,EAL,3.1819460653391336
KWL,CRY,2.8973711266253153
KWL,SOS,2.875861556931299
KWL,RED,2.6920797512157995
KWL,DOV,2.766640211829409
KWL,NLN,2.7916696790223465
KWL,HMF,4.773192802427482
KWL,CWY,2.802600762428756
KWL,AGY,2.8153448777317327
KWL,NTY,2.7582720774914424
KWL,EAS,2.7537093769136005
KWL,RFW,2.7841485651116273
KWL,NBL,2.840036111588894
KWL,LAN,2.820700873114881
KWL,GLO,2.828238603621056
KWL,GLA,3.2118829903275596
KWL,CAR,2.861580712924403
KWL,HAA,2.794979372233596
KWL,GRA,2.806051349273622
KWL,HNS,3.0844073132603835
KWL,SEG,2.9077095644461846
KWL,HAR,2.881614603407537
KWL,KEC,5.389676651410775
KWL,CMA,2.953239751634448
KWL,THR,2.8887575254652416
KWL,SKP,2.890159424822607
KWL,NFK,2.955534228363686
KWL,TAW,2.906517398640767
KWL,NNO,2.9714702019709396
KWL,SLK,2.9664524371370287
KWL,CGN,2.981406077025745
KWL,BNH,2.992699773073222
KWL,WYR,2.973360055707964
KWL,GOS,3.0074801945595713
KWL,SAY,3.0190232179188152
KWL,GWN,3.024606333629749
KWL,WOC,2.995684068314259
KWL,WLI,3.0323853196126533
KWL,CAN,2.9691489479062128
KWL,NDE,3.0451649181831253
KWL,CMD,5.351939261050113
KWL,WSM,5.402841680989346
KWL,STV,3.112531013695496
KWL,BRE,3.1164724949855547
KWL,ROH,3.11308315259438
KWL,ESX,3.1040440806047087
KWL,FIF,3.1078109877285898
KWL,RDG,3.1891888070186445
KWL,ESK,3.1318083304642808
KWL,NNT,3.1239737492464412
KWL,POW,3.1520165227847965
KWL,FAL,3.1259895874684602
KWL,NTT,3.1381869270723857
KWL,DAR,3.093594196242482
KWL,LIN,3.164524260545476
KWL,WLN,3.14409314651054
KWL,LEC,3.1509621081689905
KWL,FLN,3.168491111951812
KWL,NEA,3.1815641089861737
KWL,SWT,3.201450423156255
KWL,NEC,3.171150788296422
KWL,EST,3.191817564047454
KWL,WRT,3.149425274896291
KWL,DGY,3.2334059509653827
KWL,CRW,3.172248056161417
KWL,ERE,3.1769380786183277
KWL,HEF,3.2348743967582774
KWL,MLN,3.226658116992317
KWL,BDF,3.2209712693130337
KWL,VGL,3.2410666549574865
KWL,ASF,3.255018984113601
KWL,ARU,3.223869429182662
KWL,WLA,3.2507643946759845
KWL,SWD,3.2197028279142894
KWL,HIL,3.252981575432329
KWL,SOM,3.2997314307768657
KWL,BPC,3.26424866215006
KWL,WDE,3.327624957456242
KWL,SFK,3.318833643244359
KWL,DEV,3.3249809834961077
KWL,BRX,3.2611049305968214
KWL,CHW,3.3160107218339743
KWL,FOE,3.3340147738904777
KWL,NWA,3.329729642495629
KWL,WOR,3.3254447862046255
KWL,AMB,3.3252019211746044
KWL,MIK,3.307504737554973
KWL,HLD,3.376719530723335
KWL,SHO,3.373019691014244
KWL,ADU,3.331820968804742
KWL,NED,3.3800104462436744
KWL,WNT,3.3874467095480725
KWL,SOL,3.361320294627021
KWL,SSO,3.426026340462308
KWL,AGB,3.4411847139572913
KWL,RDB,3.68837940676986
KWL,WOT,3.435421352404802
KWL,ESS,3.4159145666744575
KWL,ELS,3.447959474526641
KWL,MON,3.444657315682347
KWL,SHR,3.4654320690371785
KWL,HAV,3.4142238542393817
KWL,CHO,3.4459070733516155
KWL,MDE,3.494214227849793
KWL,CAT,3.470402799580102
KWL,CAS,3.439493968343183
KWL,MAI,3.494860018624511
KWL,COL,3.4865965488391772
KWL,WND,4.718274905896492
KWL,MEN,3.528986685734889
KWL,ANS,3.547220421513291
KWL,BEX,3.6102607633247947
KWL,OXO,3.5433393768571877
KWL,STS,3.536721389756377
KWL,DBY,3.542890321070885
KWL,EDN,3.5824274854693843
KWL,EXE,3.54187644256684
KWL,WSK,3.5744491078280576
KWL,BNE,3.6997694713128433
KWL,TRF,3.5318700389572197
KWL,NSM,3.5657050239543904
KWL,SCB,3.6127232181547333
KWL,RUH,3.5551621191174756
KWL,GLS,3.59776012554318
KWL,TEI,3.602290048023522
KWL,MAV,3.6084891752790704
KWL,ELN,3.619564342996956
KWL,FYL,3.5998735042644605
KWL,WYC,3.6198564218764355
KWL,DST,3.631685583134042
KWL,LEE,3.6195836414323312
KWL,RYE,3.6463263221711126
KWL,STG,3.6520868261506334
KWL,HIG,3.6504740427750466
KWL,ERY,3.6601931775979883
KWL,WAT,3.789968211193889
KWL,SRI,3.638765643872865
KWL,LND,3.7121702632190035
KWL,ABE,3.663620805398029
KWL,HRW,3.8933890138948968
KWL,EPP,3.7009770756538054
KWL,STF,3.7236943090603924
KWL,SPE,3.680977621834374
KWL,GED,3.6991314911695157
KWL,EDH,3.7107967500986594
KWL,BRA,3.760105267048966
KWL,CAB,3.7524113214269494
KWL,CHE,3.777342953980996
KWL,MRT,4.019721915568181
KWL,NWL,3.78648642384568
KWL,KEN,3.7871707598368425
KWL,MRY,3.817726419681988
KWL,CHR,3.8070605774998967
KWL,WEW,3.7788503825522994
KWL,BRT,3.7692602736126535
KWL,MAL,3.8228471203094254
KWL,BRY,3.7767758191178813
KWL,BAB,3.8279989677631696
KWL,CHT,3.7867976162745984
KWL,SDE,3.8197602054413955
KWL,WSX,3.8185986877101077
KWL,RUG,3.833468166714616
KWL,PKN,3.8559139517045065
KWL,ORK,3.858553197285264
KWL,STN,3.9800882839989615
KWL,CHI,3.853647297252677
KWL,HER,3.82085296076805
KWL,ZET,3.8838377012123613
KWL,CAM,3.871783035177069
KWL,SHA,3.891755937902154
KWL,STA,3.886923071832034
KWL,TON,3.8969304278605597
KWL,WIL,3.933892449130204
KWL,HIN,3.921612451307484
KWL,SKE,3.9382802828618435
KWL,SST,3.9358490795356462
KWL,CHA,3.925341398843123
KWL,OAD,3.9169246704971954
KWL,MSU,3.9654393918965636
KWL,OXF,3.9613441261248226
KWL,SNO,3.9711422537314855
KWL,DAC,3.947525419299338
KWL,NEW,3.9802205579789383
KWL,BAN,3.9971748396698796
KWL,WAR,3.9982241416681443
KWL,EDE,4.005936000751964
KWL,HRT,3.9772536692127294
KWL,SEL,4.011996300540103
KWL,HAM,4.0070621676780025
KWL,CRA,4.028326631451669
KWL,LIF,4.027794145229379
KWL,HUN,4.040896847490837
KWL,MEL,4.053120703469207
KWL,SLA,4.060261770562312
KWL,SEV,4.055729586903603
KWL,WEA,4.068508315924426
KWL,CHL,4.050706027951016
KWL,NYK,4.0858215923654
KWL,CBF,4.072471924296197
KWL,TES,4.086904537199453
KWL,TEW,4.088826769315933
KWL,RIH,4.1112700522973595
KWL,ABD,4.120022444901159
KWL,IOS,4.1181534754460305
KWL,HAE,4.123573954937575
KWL,WAW,4.098969342876082
KWL,RUN,4.080426858627163
KWL,TAN,4.1153220680176945
KWL,DEB,4.132357942990336
KWL,YOR,4.110673166827051
KWL,BRO,4.141927876844633
KWL,BAS,4.1289742404837435
KWL,STR,4.15431330684745
KWL,BRM,4.141225696341091
KWL,SGC,4.136731726786282
KWL,NHE,4.15531740781981
KWL,ECA,4.175921360035429
KWL,NKE,4.177565250193944
KWL,EDU,4.152512784652292
KWL,KTT,4.318909732882187
KWL,TUN,4.193590720811793
KWL,REI,4.170986071939308
KWL,COT,4.254948346217243
KWL,HAG,4.266641692089535
KWL,WOI,4.217263654656677
KWL,STO,4.261515071532874
KWL,RIB,4.301564352714307
KWL,BLA,4.270480089698125
KWL,ROC,4.292593403077161
KWL,SRY,4.303404731203939
KWL,BRC,4.2921048996569695
KWL,EHA,4.334836615004089
KWL,EAT,4.300518320961264
KWL,BUC,4.341919081403449
KWL,ERW,4.341084730702665
KWL,BRW,4.3502496078127475
KWL,WBK,4.368848895008333
KWL,HOR,4.376718468990091
KWL,THE,4.34659189964598
KWL,WIN,4.418250552245657
KWL,MOL,4.4280010893667345
KWL,GRT,4.42661979961468
KWL,RIC,4.458121307172024
KWL,UTT,4.4775098924827645
KWL,FAR,4.453755819464696
KWL,EPS,4.475524174231224
KWL,RUT,4.52666379492181
KWL,WOX,4.53887214504081
KWL,SCA,4.568853831224252
KWL,SOX,4.572323727039172
KWL,WNM,4.551152599816406
KWL,VAL,4.582317537233383
KWL,SAL,4.55770280035064
KWL,EHE,4.599141585659645
KWL,SUR,4.580845496194065
KWL,HAO,4.616071748602261
KWL,ELM,4.600476083450517
KWL,MSS,4.653043486216185
KWL,WAE,4.686393272084792
KWL,RUS,4.729555348107994
KWL,WOK,4.881933598600306
KWL,HAT,4.927814317767743
LIV,BPL,0.43747777777625274
LIV,KWL,1.0988541397358733
LIV,KHL,0.42998670869152167
LIV,MDB,0.7983924932285842
LIV,MAN,0.3775018876726954
LIV,BUN,1.5666968880161745
LIV,BIR,0.5842296020202526
LIV,BBD,1.5927954327258114
LIV,BGW,1.7835758899969762
LIV,LCR,1.346930381353889
LIV,SAW,1.0043263940692138
LIV,HPL,1.713880195955241
LIV,BRD,1.565208968737059
LIV,NGM,1.0020495230660813
LIV,STE,1.2171902584226737
LIV,RCH,1.5961372371287639
LIV,HYN,1.698456465798876
LIV,HAS,1.179725969052374
LIV,SLF,1.284669087136169
LIV,OLD,1.6000347869331726
LIV,MTY,1.9879935271626004
LIV,GRY,1.9821050688186848
LIV,BDG,1.4128888352808695
LIV,HCK,4.361316058467112
LIV,WLV,1.3302639018959663
LIV,HAL,1.752590023082823
LIV,WLL,1.5181619524866543
LIV,SHN,1.8891596810578413
LIV,STY,1.648194653038458
LIV,TAM,1.6872577515323754
LIV,GLG,1.4604271389325503
LIV,THA,1.9152774615852264
LIV,NTL,2.2154379800579593
LIV,NEL,2.0721257081033766
LIV,PEN,2.168762126772899
LIV,BOL,1.777825639538222
LIV,BAR,2.0924208874187
LIV,TVCA,2.104247770427651
LIV,LCE,1.5327109288470848
LIV,SND,1.8327131009873692
LIV,RCT,2.220726468035412
LIV,DNC,2.2285311216611694
LIV,TEN,2.260983295677938
LIV,GMCA,1.8343171734963437
LIV,NWP,2.1723349773853045
LIV,BNS,2.2181786876931384
LIV,NET,1.7884581144718166
LIV,ELI,2.424280763631719
LIV,WRL,1.9353676544151193
LIV,RCC,2.2917778174709045
LIV,ROT,2.1985640330439224
LIV,PRE,2.18735972101563
LIV,IVC,2.3329137122366723
LIV,NWM,2.7717465099616523
LIV,SCR,2.28209357505641
LIV,WDU,2.3809151861137132
LIV,WYCA,2.240595922523809
LIV,NECA,2.4427806873573843
LIV,MAS,2.2053253741836243
LIV,CAY,2.3911450430387933
LIV,GAT,2.2231586011280107
LIV,TOB,2.0875657479030325
LIV,HRY,2.5883330344309416
LIV,PTE,2.470876559815149
